query_id	subject_id	identity	qcov	scov	evalue	bitscore	best_hit	reciprocal_best_hit	confidence
MBB3331107.1	EHJ94483.1	75.0	97.0	98.0	9.16e-162	449.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331108.1	EHJ94481.1	79.6	100.0	100.0	1.14e-138	385.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331109.1	EHJ94480.1	88.8	100.0	100.0	4.2500000000000003e-179	491.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331110.1	EHJ94479.1	83.9	99.5	98.2	5e-232	634.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331111.1	EHJ94478.1	80.9	100.0	100.0	1.35e-293	802.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331112.1	EHJ94477.1	88.0	96.6	95.6	1.12e-288	783.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331113.1	EHJ94476.1	91.4	98.6	97.8	2.08e-306	832.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331114.1	EHJ94475.1	75.0	100.0	100.0	2.27e-77	224.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331115.1	EHJ94474.1	83.6	97.6	95.8	2.88e-198	544.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331116.1	EHJ94473.1	69.8	93.3	98.0	4.54e-112	319.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331117.1	EHJ94472.1	74.5	98.8	94.7	1.0999999999999999e-288	793.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331118.1	EHJ91942.1	68.2	98.9	88.1	1.5700000000000002e-122	348.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331119.1	EHJ93090.1	83.6	95.5	98.7	9.03e-284	773.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331120.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331121.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331122.1	EHJ92777.1	51.8	95.3	94.8	1.04e-135	390.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3331123.1	EHJ91943.1	54.3	92.1	94.0	4.670000000000001e-100	293.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331124.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331125.1	EHJ93707.1	59.8	98.6	98.7	6.769999999999999e-268	748.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331126.1	EHJ94182.1	48.0	30.7	48.7	8.14e-59	203.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331127.1	EHJ91944.1	59.5	99.1	99.1	2.69e-44	137.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331128.1	EHJ91945.1	90.1	100.0	99.7	3.53e-269	729.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331129.1	EHJ91946.1	95.8	88.7	33.4	1.93e-108	316.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331130.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331131.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331132.1	EHJ92327.1	88.8	100.0	100.0	7.4e-67	193.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331133.1	EHJ92328.1	73.8	92.7	94.0	6.83e-172	480.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331134.1	EHJ92329.1	83.0	99.5	99.5	2.03e-260	709.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331135.1	EHJ92332.1	74.3	100.0	100.0	0.0	1561.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331136.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331137.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331138.1	EHJ94379.1	34.4	83.5	86.1	1.54e-21	85.1	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331139.1	EHJ92709.1	26.8	91.8	87.6	2.18e-22	95.1	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331140.1	EHJ94379.1	37.3	77.4	37.8	1.27e-09	50.1	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331141.1	EHJ92333.1	76.0	97.8	98.5	4.82e-141	394.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331142.1	EHJ92334.1	81.1	100.0	100.0	9.599999999999999e-188	518.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331143.1	EHJ92335.1	84.1	97.4	99.5	1.6900000000000002e-122	341.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331144.1	EHJ92325.1	36.3	86.6	97.2	2.09e-77	246.0	YES	NO	FUNCTION_CONFLICT
MBB3331145.1	EHJ92339.1	49.8	100.0	91.3	1.0299999999999999e-81	243.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331146.1	EHJ93972.1	36.0	82.2	84.6	9.36e-12	53.9	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3331147.1	EHJ92341.1	85.0	97.4	98.7	4.22e-140	389.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331148.1	EHJ92342.1	81.7	97.6	97.6	1.3100000000000001e-195	538.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331149.1	EHJ92343.1	91.2	94.8	95.8	1.03e-176	486.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331150.1	EHJ92344.1	87.6	100.0	100.0	3.85e-169	466.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331151.1	EHJ92345.1	81.2	96.2	96.7	2.18e-207	570.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331152.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331153.1	EHJ92348.1	71.6	100.0	100.0	1.75e-94	270.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331154.1	EHJ92349.1	67.8	99.1	99.0	1.1699999999999999e-104	297.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331155.1	EHJ92350.1	72.0	99.5	97.6	4.27e-99	283.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331156.1	EHJ92351.1	80.2	97.2	97.2	4.39e-60	176.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331157.1	EHJ92550.1	89.9	99.6	99.6	2.76e-299	809.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331158.1	EHJ92551.1	85.5	94.8	96.4	1.1e-209	575.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331159.1	EHJ92552.1	63.0	85.9	86.9	4.96e-62	186.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331160.1	EHJ92553.1	76.8	96.9	93.6	1.98e-155	432.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331161.1	EHJ92554.1	72.4	95.9	96.1	1.2599999999999998e-258	710.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331162.1	EHJ92371.1	80.2	98.2	91.6	0.0	998.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331163.1	EHJ92372.1	58.4	70.1	74.3	2.69e-33	111.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331164.1	EHJ92373.1	75.2	69.7	61.8	4.07e-40	129.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3331165.1	EHJ92374.1	87.5	99.7	96.3	1.15e-230	629.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331166.1	EHJ92375.1	86.4	92.7	98.7	1.68e-186	512.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331167.1	EHJ92376.1	69.7	98.4	99.5	2.2e-94	270.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331168.1	EHJ92377.1	69.4	91.6	96.2	3.3700000000000004e-156	439.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331169.1	EHJ92378.1	64.6	85.1	96.2	1.9e-111	320.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331170.1	EHJ93597.1	67.9	96.7	95.3	1.53e-130	368.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331171.1	EHJ92379.1	58.6	85.3	65.9	1.34e-07	38.9	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3331172.1	EHJ91169.1	66.8	99.4	99.4	6.03e-144	405.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331173.1	EHJ91295.1	61.5	94.4	97.5	1.15e-61	184.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331174.1	EHJ91294.1	79.2	100.0	100.0	3.53e-196	541.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331175.1	EHJ94611.1	88.3	100.0	100.0	2.38e-296	805.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331176.1	EHJ94610.1	89.3	100.0	100.0	8.56e-314	852.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331177.1	EHJ91293.1	85.4	99.5	98.0	0.0	1079.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331178.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331179.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331180.1	EHJ91291.1	62.8	95.7	95.7	4.43e-288	798.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331181.1	EHJ91290.1	76.3	98.6	96.8	1.0700000000000001e-109	310.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331182.1	EHJ91289.1	94.0	98.5	100.0	1.14e-43	132.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331183.1	EHJ91288.1	56.8	16.2	13.8	2e-06	44.3	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3331184.1	EHJ92557.1	61.0	98.6	96.5	6.840000000000001e-59	176.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331185.1	EHJ91509.1	48.8	97.8	98.9	4.41e-173	505.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331186.1	EHJ91508.1	71.2	100.0	100.0	6.819999999999999e-95	271.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331187.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331188.1	EHJ91581.1	48.2	47.4	98.4	4.54e-66	211.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3331189.1	EHJ91579.1	30.6	94.8	97.3	5.85e-11	52.4	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3331190.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331191.1	EHJ94691.1	45.7	96.8	90.2	6.16e-20	74.3	YES	YES	POSSIBLE_ORTHOLOG
MBB3331192.1	EHJ91286.1	79.9	100.0	100.0	0.0	1429.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331193.1	EHJ94653.1	50.0	88.9	84.8	9.46e-36	116.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331194.1	EHJ91285.1	84.5	100.0	100.0	3.9099999999999997e-90	256.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331195.1	EHJ93812.1	41.6	52.1	57.4	4.03e-09	49.7	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331196.1	EHJ92196.1	25.2	43.6	72.5	1.77e-08	52.8	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331197.1	EHJ91284.1	82.4	100.0	100.0	9.45e-121	337.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331198.1	EHJ94915.1	69.5	98.0	99.3	1.66e-227	627.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331199.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331200.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331201.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331202.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331203.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331204.1	EHJ91283.1	92.6	99.8	99.8	3.09e-297	803.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331205.1	EHJ91282.1	81.6	100.0	98.2	6.5000000000000004e-223	612.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331206.1	EHJ91281.1	89.5	100.0	98.7	7.05e-159	441.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331207.1	EHJ91280.1	78.6	100.0	100.0	5.6400000000000006e-192	535.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331208.1	EHJ91279.1	86.2	99.5	100.0	3.56e-267	727.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331209.1	EHJ91278.1	100.0	92.7	92.7	1.23e-49	148.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331210.1	EHJ91276.1	71.5	100.0	98.7	9.85e-159	442.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331211.1	EHJ91275.1	69.7	99.8	99.5	3.3e-317	872.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331212.1	EHJ91274.1	75.6	98.3	97.7	9.82e-261	715.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331213.1	EHJ91273.1	66.4	86.6	84.2	2.56e-69	205.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331214.1	EHJ91272.1	66.3	96.1	99.8	3.29e-212	593.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331215.1	EHJ91271.1	80.7	94.8	95.6	1.04e-216	593.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331216.1	EHJ91270.1	76.8	98.5	96.0	9.7e-107	301.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331217.1	EHJ91269.1	77.0	99.1	98.8	8.02e-184	508.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331218.1	EHJ91268.1	73.5	99.6	97.9	3.31e-153	426.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331219.1	EHJ91267.1	70.8	94.1	97.5	4.1099999999999996e-140	393.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331220.1	EHJ91266.1	68.9	98.8	94.7	3.38e-153	430.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331221.1	EHJ91265.1	90.4	100.0	100.0	9.43e-127	351.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331222.1	EHJ91264.1	75.7	93.3	93.3	3.8099999999999997e-178	494.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331223.1	EHJ91253.1	86.9	99.8	99.8	0.0	991.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331224.1	EHJ91252.1	75.4	98.6	94.8	4.18e-120	342.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331225.1	EHJ91245.1	67.8	76.8	99.0	8.220000000000001e-129	370.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331226.1	EHJ91244.1	84.0	99.3	99.6	0.0	1250.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331227.1	EHJ91242.1	84.5	99.8	99.0	0.0	1076.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331228.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331229.1	EHJ91241.1	75.1	98.6	98.2	3.22e-308	841.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331230.1	EHJ91240.1	80.9	96.1	99.6	2.46e-142	396.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331231.1	EHJ91239.1	79.0	99.7	99.7	2.21e-199	547.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331232.1	EHJ91226.1	75.5	99.6	99.4	1.18e-262	719.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331233.1	EHJ91225.1	88.2	92.0	100.0	2.79e-198	542.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331234.1	EHJ91224.1	57.5	98.8	99.6	2.79e-107	307.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331235.1	EHJ91223.1	69.6	100.0	98.7	6.8e-76	219.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331236.1	EHJ91222.1	69.9	98.1	89.3	5.669999999999999e-106	301.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331237.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331238.1	EHJ91221.1	67.1	76.3	99.4	1.56e-68	204.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331239.1	EHJ91219.1	75.9	97.2	98.9	2.4099999999999998e-92	263.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331240.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331241.1	EHJ92933.1	56.0	100.0	100.0	3.95e-33	106.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331242.1	EHJ91217.1	54.9	99.7	99.1	1.42e-124	358.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331243.1	EHJ91216.1	67.3	90.7	93.2	4.6800000000000005e-121	344.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331244.1	EHJ91297.1	29.1	97.0	96.9	2.42e-38	143.0	YES	NO	FUNCTION_CONFLICT
MBB3331245.1	EHJ92827.1	31.7	98.9	99.7	6.44e-151	473.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331246.1	EHJ91152.1	32.7	26.4	28.3	2.14e-07	49.3	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331247.1	EHJ93231.1	30.2	54.8	59.9	3.05e-12	63.5	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331248.1	EHJ93377.1	34.9	93.7	94.6	1.8e-80	256.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331249.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331250.1	EHJ92489.1	78.6	84.0	45.2	1.28e-17	66.2	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331251.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331252.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331253.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331254.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331255.1	EHJ93015.1	47.7	86.7	85.5	1.41e-35	117.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331256.1	EHJ92606.1	30.8	88.8	88.9	4.1300000000000004e-35	127.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331257.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331258.1	EHJ94457.1	71.6	100.0	100.0	3.58e-126	353.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331259.1	EHJ93496.1	33.6	88.0	91.2	2.18e-37	132.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331260.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331261.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331262.1	EHJ93506.1	85.5	99.4	99.4	1.3e-108	304.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331263.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331264.1	EHJ92787.1	30.1	28.1	41.2	7.36e-06	45.1	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331265.1	EHJ94227.1	35.2	91.6	76.0	3.44e-53	182.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331266.1	EHJ92662.1	70.2	100.0	100.0	1.84e-97	282.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331267.1	EHJ92661.1	61.0	93.0	90.1	6.95e-55	167.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331268.1	EHJ93942.1	64.9	97.5	98.0	8.78e-299	824.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331269.1	EHJ94692.1	70.8	93.3	97.4	2.67e-94	270.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331270.1	EHJ92572.1	64.2	99.5	99.0	1.3200000000000001e-88	255.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331271.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331272.1	EHJ92256.1	46.7	63.4	71.3	1.27e-74	232.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331273.1	EHJ92366.1	30.7	88.5	88.8	1.45e-40	140.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331274.1	EHJ92365.1	33.9	91.0	95.1	7.440000000000001e-31	112.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331275.1	EHJ93957.1	77.3	99.2	100.0	4.4899999999999996e-138	386.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331276.1	EHJ92658.1	72.1	98.3	98.3	3.14e-149	417.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331277.1	EHJ92657.1	89.1	100.0	100.0	0.0	903.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331278.1	EHJ92656.1	79.2	99.1	97.3	0.0	903.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331279.1	EHJ92655.1	94.0	98.5	100.0	5.66e-44	132.0	YES	YES	PARALOG_AMBIGUOUS
MBB3331280.1	EHJ92654.1	81.3	100.0	100.0	0.0	912.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331281.1	EHJ92653.1	76.4	99.1	99.5	8.33e-126	352.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331282.1	EHJ92509.1	54.6	98.0	95.8	1.5500000000000002e-157	447.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3331283.1	EHJ91943.1	34.5	62.5	94.0	1.01e-44	155.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331284.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331285.1	EHJ92652.1	48.5	90.6	97.1	2.11e-47	152.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331286.1	EHJ92651.1	59.6	95.1	94.2	2.28e-164	471.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331287.1	EHJ92650.1	70.1	100.0	100.0	2.5e-248	685.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331288.1	EHJ92649.1	55.2	92.5	93.1	2.61e-172	499.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331289.1	EHJ92647.1	81.9	100.0	100.0	5.3599999999999996e-282	767.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331290.1	EHJ93343.1	71.2	98.0	99.1	3.8899999999999996e-186	514.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331291.1	EHJ93341.1	69.7	92.5	92.1	2.6000000000000002e-110	314.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331292.1	EHJ93340.1	51.0	94.1	98.8	1.81e-173	497.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331293.1	EHJ93359.1	76.8	98.2	99.8	0.0	913.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331294.1	EHJ93339.1	65.6	87.8	100.0	1.7399999999999999e-220	617.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331295.1	EHJ94322.1	38.4	87.2	85.6	3.92e-45	151.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3331296.1	EHJ93338.1	81.9	94.1	87.0	1.0600000000000001e-166	463.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331297.1	EHJ93337.1	78.4	99.7	100.0	1.7399999999999999e-205	562.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331298.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331299.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331300.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331301.1	EHJ93333.1	85.9	100.0	100.0	0.0	932.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3331302.1	EHJ93331.1	68.8	95.4	98.3	2.03e-107	306.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331303.1	EHJ94542.1	80.8	99.0	97.4	1.24e-223	613.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3331304.1	EHJ94697.1	83.5	99.5	99.5	3.0799999999999998e-242	659.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331305.1	EHJ93512.1	48.2	40.8	89.0	9.59e-39	132.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3331306.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331307.1	EHJ94747.1	51.9	95.0	97.2	9.98e-91	268.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331308.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331309.1	EHJ93608.1	32.1	80.0	100.0	7.01e-10	48.5	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3331310.1	EHJ93607.1	53.2	95.1	95.1	2.71e-23	81.6	YES	YES	PARALOG_AMBIGUOUS
MBB3331311.1	EHJ93929.1	72.3	97.9	97.9	9.43e-99	281.0	YES	YES	PROBABLE_ORTHOLOG
MBB3331312.1	EHJ94697.1	83.6	96.8	98.1	5.96e-239	650.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3331313.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331314.1	EHJ91943.1	36.4	69.1	93.3	3.15e-53	176.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331315.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331316.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331317.1	EHJ91513.1	87.2	40.3	80.6	5.37e-85	251.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3331318.1	EHJ91974.1	30.0	86.3	77.8	9.01e-08	42.4	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331319.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331320.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331321.1	EHJ94042.1	38.1	87.7	91.4	3.01e-44	147.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3331322.1	EHJ94040.1	47.9	99.3	96.4	2.93e-85	255.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3331323.1	EHJ94041.1	39.0	78.9	72.1	7.18e-12	56.6	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3331324.1	EHJ93337.1	47.5	99.0	93.0	3.45e-100	295.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331325.1	EHJ94322.1	30.9	86.9	95.5	5.92e-37	130.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331326.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331327.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3331328.1							YES	NO	NO_RELIABLE_ORTHOLOG
