gene_id	protein_id	ncbi_annotation	uniprot_id	uniprot_reviewed	uniprot_function	ec	ko	kegg_gene	go	diamond_hit	rbh_hit	identity	query_coverage	subject_coverage	evalue	bitscore	reference_gene	reference_function	evidence_sources	evidence_class	conflict_flag
NOT_IN_CURRENT_CARVEME	EHJ92756.1	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl methyltransferase) (Protein-beta-aspartate methyltransferase) (PIMT)	A0ABX4GCK1	UNKNOWN	Catalyzes the methyl esterification of L-isoaspartyl residues in peptides and proteins that result from spontaneous decomposition of normal L-aspartyl and L-asparaginyl residues. It plays a role in the repair and/or degradation of damaged proteins..	2.1.1.77	MISSING			MBB3329529.1	YES	71.9	99.5	99.5			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	HIGH	NO
EHJ92757_1	EHJ92757.1	5'-nucleotidase SurE (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase)	A0A265E125	UNKNOWN	Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates..	3.1.3.5	MISSING			MBB3329528.1	YES	83.7	98.8	98.8			Csal_2635	5'/3'-nucleotidase SurE	UNIPROT;EC;HC_RBH;HALOGEM_RBH	CONFLICT	YES
NOT_IN_CURRENT_CARVEME	EHJ92758.1	tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	A0ABX4GD32	UNKNOWN	Responsible for synthesis of pseudouridine from uracil-13 in transfer RNAs..	5.4.99.27	MISSING			MBB3329527.1	YES	61.1	95.2	98.8			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	HIGH	NO
EHJ92759_1	EHJ92759.1	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	A0A265E119	UNKNOWN	Involved in the biosynthesis of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP), two major building blocks of isoprenoid compounds. Catalyzes the conversion of 4-diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate (CDP-ME2P) to 2-C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-CPP) with a corresponding release of cytidine 5-monophosphate (CMP)..	4.6.1.12	MISSING			MBB3329526.1	YES	82.5	94.5	95.1			Csal_2637	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ92760_1	EHJ92760.1	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	A0A265E1C6	UNKNOWN	Catalyzes the formation of 4-diphosphocytidyl-2-C-methyl-D-erythritol from CTP and 2-C-methyl-D-erythritol 4-phosphate (MEP)..	2.7.7.60	MISSING			MBB3329525.1	YES	65.7	92.0	97.0			Csal_2638	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92761.1	Cell division protein FtsB	A0ABX4GC37	UNKNOWN	Essential cell division protein. May link together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic..	MISSING	MISSING			MBB3329524.1	YES	72.8	82.1	81.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92762.1	hypothetical protein KUC_2720	UNMAPPED	UNKNOWN	hypothetical protein KUC_2720	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92763.1	N-acetyltransferase	A0A265E0Y7	UNKNOWN	N-acetyltransferase	MISSING	MISSING			MBB3329523.1	YES	63.7	97.1	97.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92764_1	EHJ92764.1	Aldehyde dehydrogenase	A0ABX4GCG3	UNKNOWN	Aldehyde dehydrogenase	MISSING	MISSING			MBB3329522.1	YES	56.5	99.4	99.6			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92765.1	histidine kinase (EC 2.7.13.3)	A0A265E0Y5	UNKNOWN	histidine kinase (EC 2.7.13.3)	2.7.13.3	MISSING			MBB3331096.1	YES	34.1	96.3	78.8			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92766.1	GGDEF domain-containing response regulator	A0ABX4GER3	UNKNOWN	GGDEF domain-containing response regulator	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92767.1	Transcriptional regulator HexR	A0A265E141	UNKNOWN	Transcriptional regulator HexR	MISSING	MISSING			MBB3329501.1	YES	83.0	97.9	97.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92768.1	RidA family protein	A0A265E115	UNKNOWN	RidA family protein	MISSING	MISSING			MBB3329498.1	YES	85.5	95.1	98.3			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92769.1	Lrp/AsnC family transcriptional regulator	A0A265E1X1	UNKNOWN	Lrp/AsnC family transcriptional regulator	MISSING	MISSING			MBB3329756.1	YES	40.7	95.5	93.2			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92770_1	EHJ92770.1	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	A0A265E107	UNKNOWN	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-ketoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate)..	2.3.3.13	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			Csal_2515	2-isopropylmalate synthase	UNIPROT;EC;HALOGEM_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92771.1	Molecular chaperone DnaK	A0A265E1B7	UNKNOWN	Molecular chaperone DnaK	MISSING	MISSING			MBB3332271.1	YES	64.6	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92772.1	MFS transporter	A0A265E133	UNKNOWN	MFS transporter	MISSING	MISSING			MBB3329497.1	YES	68.6	98.2	97.5			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92773.1	Universal stress protein UspA	A0A265E0X9	UNKNOWN	Universal stress protein UspA	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92774.1	Fluoride-specific ion channel FluC	A0A265E0X4	UNKNOWN	Fluoride-specific ion channel. Important for reducing fluoride concentration in the cell, thus reducing its toxicity..	MISSING	MISSING			MBB3330802.1	YES	57.9	93.8	93.8			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92775.1	Fluoride-specific ion channel FluC	A0A265E0X6	UNKNOWN	Fluoride-specific ion channel. Important for reducing fluoride concentration in the cell, thus reducing its toxicity..	MISSING	MISSING			MBB3330803.1	YES	57.6	89.4	92.2			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92776.1	Bile acid:sodium symporter	A0A265E0Z4	UNKNOWN	Bile acid:sodium symporter	MISSING	MISSING			MBB3330096.1	YES	63.3	97.8	99.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92777.1	Cyclopropane-fatty-acyl-phospholipid synthase	A0A265E134	UNKNOWN	Cyclopropane-fatty-acyl-phospholipid synthase	MISSING	MISSING			MBB3331122.1	NO	51.8	95.3	94.8			Csal_1480	cyclopropane fatty acyl phospholipid synthase	UNIPROT;HALOGEM_RBH	CONFLICT	YES
NOT_IN_CURRENT_CARVEME	EHJ92778.1	hypothetical protein KUC_2736	UNMAPPED	UNKNOWN	hypothetical protein KUC_2736	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92779.1	Cyclopropane-fatty-acyl-phospholipid synthase	A0A265E161	UNKNOWN	Cyclopropane-fatty-acyl-phospholipid synthase	MISSING	MISSING			MBB3332275.1	YES	84.7	98.2	99.5			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92780.1	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	A0ABX4GBS3	UNKNOWN	Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme..	2.5.1.6	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT;EC	UNMAPPED	NO
EHJ92781_1	EHJ92781.1	S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS)	A0A265E1V6	UNKNOWN	Involved in the synthesis of autoinducer 2 (AI-2) which is secreted by bacteria and is used to communicate both the cell density and the metabolic potential of the environment. The regulation of gene expression in response to changes in cell density is called quorum sensing. Catalyzes the transformation of S-ribosylhomocysteine (RHC) to homocysteine (HC) and 4,5-dihydroxy-2,3-pentadione (DPD)..	4.4.1.21	MISSING			MBB3332272.1	YES	85.8	100.0	100.0			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92782.1	Uncharacterized protein	A0A265E0Z7	UNKNOWN	Uncharacterized protein	MISSING	MISSING			MBB3332269.1	YES	61.6	94.8	94.8			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92783.1	Helicase	A0A265E1B5	UNKNOWN	Helicase	MISSING	MISSING			MBB3332266.1	YES	77.7	99.7	99.1			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92784.1	Universal stress protein	A0A265E124	UNKNOWN	Universal stress protein	MISSING	MISSING			MBB3329483.1	YES	75.4	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92785_1	EHJ92785.1	SulP family inorganic anion transporter	A0A265E0X1	UNKNOWN	SulP family inorganic anion transporter	MISSING	MISSING			MBB3332278.1	YES	91.8	99.8	98.6			Csal_2764	SulP family inorganic anion transporter	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92786.1	hypothetical protein KUC_2744	UNMAPPED	UNKNOWN	hypothetical protein KUC_2744	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
EHJ92787_1	EHJ92787.1	Isocitrate dehydrogenase (EC 1.1.1.41)	A0ABX4GG42	UNKNOWN	Isocitrate dehydrogenase (EC 1.1.1.41)	1.1.1.41	MISSING			MBB3332265.1	YES	79.8	99.7	93.6			Csal_1434	isocitrate dehydrogenase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ92788_1	EHJ92788.1	P-type Zn(2+) transporter (EC 7.2.2.12)	A0ABX4GC93	UNKNOWN	P-type Zn(2+) transporter (EC 7.2.2.12)	7.2.2.12	MISSING			MBB3331509.1	YES	39.3	93.4	98.6			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92789.1	MerR family transcriptional regulator	A0A265E0W6	UNKNOWN	MerR family transcriptional regulator	MISSING	MISSING			MBB3332729.1	YES	40.0	77.7	69.2			UNMAPPED	MISSING	UNIPROT;HC_RBH	UNMAPPED	NO
EHJ92790_1	EHJ92790.1	ZIP family metal transporter	A0ABX4GCA8	UNKNOWN	ZIP family metal transporter	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			Csal_3261	ZIP family metal transporter	UNIPROT;HALOGEM_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92791.1	RNA polymerase subunit sigma	A0A265E0Y4	UNKNOWN	RNA polymerase subunit sigma	MISSING	MISSING			MBB3329467.1	YES	66.1	84.9	92.1			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92792.1	Chemotaxis protein	A0A265E0Z1	UNKNOWN	Chemotaxis protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92793.1	Alkyl hydroperoxide reductase C (EC 1.11.1.26) (Peroxiredoxin)	A0A265E1U6	UNKNOWN	Alkyl hydroperoxide reductase C (EC 1.11.1.26) (Peroxiredoxin)	1.11.1.26	MISSING			MBB3330711.1	YES	83.3	99.1	99.5			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	VERY_HIGH	NO
EHJ92794_1	EHJ92794.1	S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS)	A0A265E0Y8	UNKNOWN	Involved in the synthesis of autoinducer 2 (AI-2) which is secreted by bacteria and is used to communicate both the cell density and the metabolic potential of the environment. The regulation of gene expression in response to changes in cell density is called quorum sensing. Catalyzes the transformation of S-ribosylhomocysteine (RHC) to homocysteine (HC) and 4,5-dihydroxy-2,3-pentadione (DPD)..	4.4.1.21	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			Csal_2049	S-ribosylhomocysteine lyase	UNIPROT;EC;HALOGEM_RBH	CONFLICT	YES
NOT_IN_CURRENT_CARVEME	EHJ92795.1	Antibiotic biosynthesis monooxygenase	A0ABX4GFZ1	UNKNOWN	Antibiotic biosynthesis monooxygenase	MISSING	MISSING			MBB3332273.1	YES	72.2	100.0	98.3			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92796_1	EHJ92796.1	(S)-2-haloacid dehalogenase (EC 3.8.1.2) (2-haloalkanoic acid dehalogenase) (Halocarboxylic acid halidohydrolase) (L-2-haloacid dehalogenase)	A0A265E114	UNKNOWN	Catalyzes the hydrolytic dehalogenation of small (S)-2-haloalkanoic acids to yield the corresponding (R)-2-hydroxyalkanoic acids..	3.8.1.2	MISSING			MBB3329450.1	YES	70.8	99.6	99.1			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92797.1	hypothetical protein KUC_2755	UNMAPPED	UNKNOWN	hypothetical protein KUC_2755	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92798.1	hypothetical protein KUC_2756	UNMAPPED	UNKNOWN	hypothetical protein KUC_2756	MISSING	MISSING			MBB3329448.1	YES	80.5	50.7	88.7			Csal_2724	aspartate aminotransferase family protein	HC_RBH;HALOGEM_RBH	UNMAPPED	NO
EHJ92799_1	EHJ92799.1	NAD-dependent succinate-semialdehyde dehydrogenase	A0A265E0V7	UNKNOWN	NAD-dependent succinate-semialdehyde dehydrogenase	MISSING	MISSING			MBB3329447.1	YES	88.3	99.2	99.4			Csal_2725	NAD-dependent succinate-semialdehyde dehydrogenase	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92800.1	hypothetical protein KUC_2758	UNMAPPED	UNKNOWN	hypothetical protein KUC_2758	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92801.1	Lrp/AsnC family transcriptional regulator	A0A265E0W1	UNKNOWN	Lrp/AsnC family transcriptional regulator	MISSING	MISSING			MBB3329442.1	YES	82.6	98.1	98.1			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
EHJ92802_1	EHJ92802.1	N-alpha-acetyl diaminobutyric acid deacetylase DoeB	A0A265E0W8	UNKNOWN	N-alpha-acetyl diaminobutyric acid deacetylase DoeB	MISSING	MISSING			MBB3329441.1	YES	82.0	98.8	97.1			Csal_2731	N(2)-acetyl-L-2,4-diaminobutanoate deacetylase DoeB	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ92803_1	EHJ92803.1	Ectoine hydrolase DoeA	A0ABX4GBU7	UNKNOWN	Ectoine hydrolase DoeA	MISSING	MISSING			MBB3329440.1	YES	93.7	100.0	98.8			Csal_2732	ectoine hydrolase DoeA	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92804.1	hypothetical protein KUC_2762	UNMAPPED	UNKNOWN	hypothetical protein KUC_2762	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
EHJ92805_1	EHJ92805.1	Glyoxylate/hydroxypyruvate reductase A	A0A265E0Y1	UNKNOWN	Glyoxylate/hydroxypyruvate reductase A	MISSING	MISSING			MBB3329439.1	YES	62.7	100.0	100.0			Csal_2734	glyoxylate/hydroxypyruvate reductase A	UNIPROT;HC_RBH;HALOGEM_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92806.1	DUF3108 domain-containing protein	A0ABX4GC10	UNKNOWN	DUF3108 domain-containing protein	MISSING	MISSING			MBB3329436.1	YES	46.9	80.5	89.7			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92807_1	EHJ92807.1	DUF340 domain-containing protein	A0A265E1T6	UNKNOWN	DUF340 domain-containing protein	MISSING	MISSING			MBB3329435.1	YES	70.1	100.0	99.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92808.1	GntR family transcriptional regulator	A0A265E0Y2	UNKNOWN	GntR family transcriptional regulator	MISSING	MISSING			MBB3330990.1	YES	39.2	92.1	94.1			UNMAPPED	MISSING	UNIPROT;HC_RBH	UNMAPPED	NO
EHJ92809_1	EHJ92809.1	Semialdehyde dehydrogenase	A0A265E192	UNKNOWN	Semialdehyde dehydrogenase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92810.1	C4-dicarboxylate ABC transporter substrate-binding protein	A0A265E104	UNKNOWN	C4-dicarboxylate ABC transporter substrate-binding protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92811.1	TRAP transporter small permease protein	A0A265E0V2	UNKNOWN	Part of the tripartite ATP-independent periplasmic (TRAP) transport system..	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92812.1	TRAP transporter large permease protein	A0A265E0U5	UNKNOWN	Part of the tripartite ATP-independent periplasmic (TRAP) transport system..	MISSING	MISSING			MBB3329888.1	YES	42.9	96.7	96.7			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92813.1	Ribulose 1,5-bisphosphate carboxylase	A0A265E0U9	UNKNOWN	Ribulose 1,5-bisphosphate carboxylase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			Csal_3215	ribulose-bisphosphate carboxylase large subunit family protein	UNIPROT;HALOGEM_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92814.1	Hrp-dependent type III effector protein	A0A265E0U6	UNKNOWN	Hrp-dependent type III effector protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
EHJ92815_1	EHJ92815.1	asparaginase (EC 3.5.1.1)	A0A265E102	UNKNOWN	asparaginase (EC 3.5.1.1)	3.5.1.1	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT;EC	UNMAPPED	NO
EHJ92816_1	EHJ92816.1	Alanine:cation symporter family protein	A0A265E0W7	UNKNOWN	Alanine:cation symporter family protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92817.1	hypothetical protein KUC_2775	UNMAPPED	UNKNOWN	hypothetical protein KUC_2775	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92818.1	LysR family transcriptional regulator	A0A265E0X0	UNKNOWN	LysR family transcriptional regulator	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
EHJ92819_1	EHJ92819.1	OsmC domain/YcaO domain-containing protein	A0A265E182	UNKNOWN	OsmC domain/YcaO domain-containing protein	MISSING	MISSING			MBB3329331.1	YES	84.8	99.5	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92820.1	TetR/AcrR family transcriptional regulator	A0A265E0Z5	UNKNOWN	TetR/AcrR family transcriptional regulator	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92821.1	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179)	A0A265E0T6	UNKNOWN	Involved in the type II fatty acid elongation cycle. Catalyzes the elongation of a wide range of acyl-ACP by the addition of two carbons from malonyl-ACP to an acyl acceptor. Can efficiently catalyze the conversion of palmitoleoyl-ACP (cis-hexadec-9-enoyl-ACP) to cis-vaccenoyl-ACP (cis-octadec-11-enoyl-ACP), an essential step in the thermal regulation of fatty acid composition..	2.3.1.179	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			Csal_2758	beta-ketoacyl-ACP synthase	UNIPROT;EC	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92822.1	Alpha/beta hydrolase	A0A265E0T7	UNKNOWN	Alpha/beta hydrolase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92823.1	XRE family transcriptional regulator	A0A265E0U8	UNKNOWN	XRE family transcriptional regulator	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92824.1	TetR family transcriptional regulator	A0A265E0T2	UNKNOWN	TetR family transcriptional regulator	MISSING	MISSING			MBB3329354.1	YES	42.2	95.3	94.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92825.1	hypothetical protein KUC_2783	UNMAPPED	UNKNOWN	hypothetical protein KUC_2783	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92826.1	Efflux transporter periplasmic adaptor subunit	A0ABX4GCE1	UNKNOWN	Efflux transporter periplasmic adaptor subunit	MISSING	MISSING			MBB3329434.1	YES	51.7	92.1	97.8			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92827.1	AcrB/AcrD/AcrF family protein	A0ABX4GBR2	UNKNOWN	AcrB/AcrD/AcrF family protein	MISSING	MISSING			MBB3329433.1	YES	73.3	98.2	98.7			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92828.1	histidine kinase (EC 2.7.13.3)	A0A265E1R7	UNKNOWN	histidine kinase (EC 2.7.13.3)	2.7.13.3	MISSING			MBB3329432.1	YES	62.9	96.4	97.4			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92829.1	DNA-binding response regulator	A0A265E0W5	UNKNOWN	DNA-binding response regulator	MISSING	MISSING			MBB3329431.1	YES	76.0	95.4	97.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92830.1	DNA-binding response regulator	A0A265E172	UNKNOWN	DNA-binding response regulator	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92831.1	histidine kinase (EC 2.7.13.3)	A0A265E0Y3	UNKNOWN	histidine kinase (EC 2.7.13.3)	2.7.13.3	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT;EC	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92832.1	Ammonia monooxygenase	A0A265E0S0	UNKNOWN	Ammonia monooxygenase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92833.1	DUF112 domain-containing protein	A0A265E0S7	UNKNOWN	DUF112 domain-containing protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92834.1	Tripartite tricarboxylate transporter TctB family protein	A0A265E0T9	UNKNOWN	Tripartite tricarboxylate transporter TctB family protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92835.1	Tripartite tricarboxylate transporter substrate binding protein	A0A265E0S6	UNKNOWN	Tripartite tricarboxylate transporter substrate binding protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
